762,air minum,アイル ミヌ###ム###
7691,air muka,アイル ムカ
7122,air panas,アイル パナ###ス###
9245,air pasang,アイル パサン###(グ)###
3812,air soda,アイル ソダ
9246,air surut,アイル スル###(ト)###
8209,air susu,アイル スス
6049,air tanah,アイル タナー
6000,air tawar,アイル タワル
5832,air terjun,アイル トゥ###ル###ジュン
7827,ajaib,アジャイ###(ブ)###
9251,ajak,アジャッ
2195,ajakan,アジャカン
1228,ajar,アジャル
1227,ajaran,アジャラン
9252,ajaran agama,アジャラン アガマ
17962,aju,アジュ
17963,ajudan,アジュダン
9253,ajuk,アジュッ
9254,ajukan,アジュカン
17964,akad,アカ###(ド)###
17965,akad krédit,アカ###(ド)### ###ク###レディ###(ト)###
17966,akad nikah,アカ###(ド)### ニカー
9255,akadémi,アカデミ
2844,akal,アカ###ル###
8973,akal budi,アカ###ル### ブディ
4703,akal séhat,アカ###ル### セハ###(ト)###
5237,akan,アカン
9257,akan datang,アカン ダタン###(グ)###
6722,akan tetapi,アカン トゥタピ
5915,akar,アカル
3040,akhir,アヒル
3106,akhir bulan,アヒル ブラン
4532,akhir pekan,アヒル プカン
2411,akhir seméster,アヒル セメ###ス###トゥル
2906,akhir tahun,アヒル タフン
3630,akhir akhir ini,アヒル アヒル イニ
9263,akhiran,アヒラン
9264,akhirat,アヒラ###(ト)###
9265,akhiri,アヒリ
109,akhirnya,アヒ###ル###ニャ
4907,akhlak,アーラッ
17967,aki,アキ
9266,akibat,アキバ###(ト)###
9268,akibatnya,アキバ###(ト)###ニャ
9269,akidah,アキダー
4235,akrab,ア###ク###ラ###(ブ)###
3365,akrofobia,ア###ク###ロフォビア
2117,aksara Cina,ア###ク###サラ チナ
1813,aksélerasi,ア###ク###セルラスィ
101,aksén,ア###ク###セン
99,aksésoris,ア###ク###セソリ###ス###
9271,aksi,ア###ク###スィ
9272,akta,ア###ク###タ
1897,aktif,ア###ク###ティ###フ###
17968,akting,ア###ク###ティン###(グ)###
1894,aktivitas,ア###ク###ティフィタ###ス###
7267,aktor,ア###ク###トル
1400,aku,アク
5057,akuarium,アクアリウ###ム###
9274,akui,アクイ
7241,akuisisi,アクイスィスィ
6056,akumulasi,アクムラスィ
3015,akuntansi,アクンタンスィ
9275,akur,アクル
5256,akurat,アクラ###(ト)###
4497,akut,アク###(ト)###
4121,ala,アラ
8851,ala Barat,アラ バラ###(ト)###
9168,ala Jepang,アラ ジュパン###(グ)###
4205,alam,アラ###ム###
9278,alam sekitar,アラ###ム### スキタル
9279,alam semesta,アラ###ム### スム###ス###タ
9281,alamak,アラマッ
223,alamat,アラマ###(ト)###
5604,alamat pengirim,アラマ###(ト)### プンギリ###ム###
221,alamat tujuan,アラマ###(ト)### トゥジュアン
4206,alami,アラミ
9282,alangkah,アランカー
3002,alarm,アラ###ル######ム###
9283,alas,アラ###ス###
3348,alasan,アラサン
2235,alat,アラ###(ト)###
8193,alat bantu dengar,アラ###(ト)### バントゥ ドゥンガル
4513,alat cas,アラ###(ト)### チャ###ス###
4852,alat makan,アラ###(ト)### マカン
1874,alat musik,アラ###(ト)### ムスィッ
9288,alat pemadam api,アラ###(ト)### プマダ###ム### アピ
9290,alat pemanas air,アラ###(ト)### プマナ###ス### アイル
6026,alat penghangat ruangan,アラ###(ト)### プン###(グ)###ハン###(グ)###ア###(ト)### ルアンガン
4839,alat penghilang kelembapan udara,アラ###(ト)### プン###(グ)###ヒラン###(グ)### クルンバパン ウダラ
2954,alat pengukur,アラ###(ト)### プン###(グ)###ウクル
6413,alat perekam,アラ###(ト)### プルカ###ム###
6130,alat suntik,アラ###(ト)### スンティッ
9294,alat tiup,アラ###(ト)### ティウ###(プ)###
7980,alat tulis,アラ###(ト)### トゥリ###ス###
345,album,アルブ###ム###
353,alérgi,アレ###ル###ギ
346,alfabét,アルファベ###(ト)###
9296,alhamdulillah,アルハ###ム###ドゥリラー
6649,aliansi,アリアンスィ
9297,alih,アリー
19001,alih bahasa,アリー バハサ
7780,alih suara,アリー スアラ
6032,alinéa,アリネア
9299,alir,アリル
6856,aliran,アリラン
9301,aliran darah,アリラン ダラー
2661,aliran udara,アリラン ウダラ
8353,alis,アリ###ス###
339,alkali,アルカリ
5291,Alkitab,アルキタ###(ブ)###
341,alkohol,アルコホ###ル###
9304,Allah,アッラー
8159,almamater,アルママトゥル
3239,almarhum,アルマ###ル###フ###ム###
9307,almari,アルマリ
9308,almari baju,アルマリ バジュ
9309,almari buku,アルマリ ブク
2,almon,アルモン
3483,Al Quran,アル クルアン
9311,alternatif,アルトゥ###ル###ナティ###フ###
9314,aluminium,アルミニウ###ム###
6612,alumni,アル###ム###ニ
9315,alun,アルン
7711,alun alun,アルン アルン
9317,amal,アマ###ル###
9318,amalan,アマラン
9319,amalkan,アマルカン
384,aman,アマン
9320,amanah,アマナー
1514,amandemén,アマンドゥメン
9324,amat,アマ###(ト)###
2685,amat sangat,アマ###(ト)### サン###(グ)###ア###(ト)###
9325,amati,アマティ
279,amatir,アマティル
38,ambigu,アンビグ
36,ambiguitas,アンビグイタ###ス###
9327,ambil,アンビ###ル###
9328,ambil alih,アンビ###ル### アリー
9330,ambil keputusan,アンビ###ル### クプトゥサン
9335,ambil tempat duduk,アンビ###ル### トゥンパ###(ト)### ドゥドゥッ
9336,ambil tindakan,アンビ###ル### ティンダカン
8717,ambisi,アンビスィ
2481,ambulan,アンブラン
8592,amburadul,アンブラドゥ###ル###
291,Amérika,アメリカ
6962,Amérika Selatan,アメリカ スラタン
2350,Amérika Utara,アメリカ ウタラ
6919,amis,アミ###ス###
7757,amplop,アン###プ###ロ###(プ)###
9340,ampu,アンプ
9341,ampun,アンプン
351,amuk,アムッ
5698,an,アン
3237,anak,アナッ
8834,anak angkat,アナッ アンカ###(ト)###
3121,anak buah,アナッ ブアー
5098,anak bungsu,アナッ ブンス
7638,anak burung,アナッ ブルン###(グ)###
9344,anak dara,アナッ ダラ
9345,anak kapal,アナッ カパ###ル###
9346,anak kembar,アナッ クンバル
1294,anak laki laki,アナッ ラキ ラキ
6182,anak laki laki pertama,アナッ ラキ ラキ プ###ル###タマ
9149,anak muda,アナッ ムダ
8693,anak panah,アナッ パナー
1428,anak perempuan,アナッ プルンプアン
6172,anak perempuan pertama,アナッ プルンプアン プ###ル###タマ
3491,anak perusahaan,アナッ プ###ル###ウサハアン
9356,anak tangga,アナッ タンガ
8254,anak tersesat,アナッ トゥ###ル###スサ###(ト)###
3553,anak yatim,アナッ ヤティ###ム###
6229,analgésik,アナルゲスィッ
7955,analisis,アナリスィ###ス###
9042,analogi,アナロギ
9360,ancam,アンチャ###ム###
2604,ancaman,アンチャマン
244,Anda,アンダ
9361,Anda semua,アンダ スムア
9362,andai,アンダイ
8646,andaikan,アンダイカン
5021,andalan,アンダラン
1165,anéh,アネー
7716,anémia,アネミア
9365,anéstésia,アネ###ス###テスィア
2754,angan angan,アン###(グ)###アン アン###(グ)###アン
9366,anggap,アンガ###(プ)###
5593,anggapan,アンガパン
9367,anggar,アンガル
8877,anggaran,アンガラン
2433,anggaran dasar,アンガラン ダサル
1729,anggaran rumah tangga,アンガラン ルマー タンガ
9368,anggarkan,アンガ###ル###カン
1452,anggota,アンゴタ
2228,anggota parlemén,アンゴタ パ###ル###ルメン
9369,anggota polisi,アンゴタ ポリスィ
9371,angguk,アングッ
441,anggun,アングン
7864,anggur,アングル
1797,angin,アン###(グ)###イン
8124,angin badai,アン###(グ)###イン バダイ
5777,angin topan,アン###(グ)###イン トパン
170,angka,アンカ
9372,angka bulat,アンカ ブラ###(ト)###
4719,angka désimal,アンカ デスィマ###ル###
2324,angka ganjil,アンカ ガンジ###ル###
9373,angka genap,アンカ グナ###(プ)###
9374,angka pecahan,アンカ プチャハン
9375,angkasa,アンカサ
9376,angkasa luar,アンカサ ルアル
9377,angkat,アンカ###(ト)###
1286,angkat tangan,アンカ###(ト)### タン###(グ)###アン
2936,angkatan,アンカタン
367,angkét,アンケ###(ト)###
1118,angkuh,アンクー
9379,angkut,アンク###(ト)###
9380,angkutan,アンクタン
1865,angsa,アンサ
17969,angsur,アンスル
17970,angsuran,アンスラン
3105,angsuran bulanan,アンスラン ブラナン
247,animasi,アニマスィ
9382,anjak,アンジャッ
641,anjing,アンジン###(グ)###
9386,anjing laut,アンジン###(グ)### ラウ###(ト)###
7199,anjing liar,アンジン###(グ)### リアル
8629,anjing pemandu,アンジン###(グ)### プマンドゥ
7483,anjing penjaga,アンジン###(グ)### プンジャガ
5891,anjlok,アンジョロッ
9388,anjung,アンジュン###(グ)###
17971,anjungan,アンジュン###(グ)###アン
5142,anjuran,アンジュラン
9389,anjurkan,アンジュ###ル###カン
6710,anonim,アノニ###ム###
2628,anoréksia,アノレ###ク###スィア
22,antara,アンタラ
9392,antara satu sama lain,アンタラ サトゥ サマ ライン
9394,antaranya,アンタラニャ
9393,antarbangsa,アンタルバンサ
838,antariksa,アンタリ###ク###サ
387,anténa,アンテナ
9395,anti,アンティ
3382,antibiotik,アンティビオティッ
9396,antik,アンティッ
685,anting anting,アンティン###(グ)### アンティン###(グ)###
7474,antipati,アンティパティ
4744,antiséptik,アンティセ###プ###ティッ
8859,antisipasi,アンティスィパスィ
9397,antologi,アントロギ
2616,antréan,アン###ト###レアン
9398,antropologi,アントロポロギ
9399,antropologi budaya,アントロポロギ ブダヤ
195,antusias,アントゥスィア###ス###
7116,antusiasme,アントゥスィア###ス###ム
9400,anu,アヌ
1419,anugerah,アヌグラー
3453,anus,アヌ###ス###
9403,anut,アヌ###(ト)###
9406,anyam,アニャ###ム###
6920,anyir,アニィル
6904,apa,アパ
333,apa adanya,アパ アダニャ
4109,apa boléh buat,アパ ボレー ブア###(ト)###
9408,apa saja,アパ サジャ
6909,apa apa,アパ アパ
9412,apabila,アパビラ
6850,apalagi,アパラギ
251,apartemén,アパ###ル###トゥメン
9036,apel,アプ###ル###
9417,apéndiks,アペンディ###ク######ス###
7526,api,アピ
5215,api arang,アピ アラン###(グ)###
5833,api unggun,アピ ウングン
9420,apit,アピ###(ト)###
7919,apkir,ア###プ###キル
262,aplikasi,ア###プ###リカスィ
9421,aplikasikan,アプリカスィカン
8730,apoték,アポテッ
2126,aprésiasi,ア###プ###レスィアスィ
898,aprikot Jepang,ア###プ###リコ###(ト)### ジュパン###(グ)###
4110,April,ア###プ###リ###ル###
9423,apron,ア###プ###ロン
321,Arab,アラ###(ブ)###
9425,Arab Saudi,アラ###(ブ)### サウディ
8073,arah,アラー
1764,arah angin,アラー アンギン
9426,arah belakang,アラー ブラカン###(グ)###
5029,arah tujuan,アラー トゥジュアン
9427,arahan,アラハン
9429,arahkan,アラーカン
9430,arak,アラッ
5214,arang,アラン###(グ)###
8639,arang kayu,アラン###(グ)### カユ
6179,arbitrase,ア###ル###ビ###ト###ラス
9434,arca,ア###ル###チャ
9436,aréna,アレナ
9437,Argéntina,ア###ル###ゲンティナ
75,arif,アリ###フ###
4036,aritmatika,アリ###ト###マティカ
3330,arkéologi,ア###ル###ケオロギ
6970,aroma,アロマ
6642,artéri,ア###ル###テリ
431,arti,ア###ル###ティ
4932,artifisial,ア###ル###ティフィスィア###ル###
2303,artikel,ア###ル###ティク###ル###
5974,artis,ア###ル###ティ###ス###
9441,artisan,ア###ル###ティサン
9442,arus,アル###ス###
1591,arus laut,アル###ス### ラウ###(ト)###
6549,arus listrik,アル###ス### リ###ス######ト###リッ
6205,arus searah,アル###ス### スアラー
9445,arus udara,アル###ス### ウダラ
9053,arwah,ア###ル###ワー
9446,AS,アーエ###ス###
9447,asah,アサー
3172,asal,アサ###ル###
3531,asal kata,アサ###ル### カタ
9449,asal usul,アサ###ル### ウス###ル###
9450,asalkan,アサルカン
8823,asal muasal,アサ###ル### ムアサ###ル###
2278,asal usul,アサ###ル### ウス###ル###
4008,asam,アサ###ム###
3118,asap,アサ###(プ)###
9452,asar,アサル
3199,asas,アサ###ス###
9454,asasi,アサスィ
7238,asbak,ア###ス###バッ
9456,ASÉAN,アセアン
9457,asét,アセ###(ト)###
6078,asfiksia,ア###ス###フィ###ク###スィア
143,Asia,アスィア
6626,Asia Tenggara,アスィア トゥンガラ
2011,asin,アスィン
9459,asing,アスィン###(グ)###
4841,asistén,アスィ###ス###テン
4808,asistén profésor,アスィ###ス###テン ###プ###ロフェソル
17972,asistén rumah tangga,アスィ###ス###テン ルマー タンガ
1392,asli,ア###ス###リ
5492,asma,ア###ス###マ
9462,asmara,ア###ス###マラ
2547,asosiasi,アソスィアスィ
158,asparagus,ア###ス###パラグ###ス###
8841,aspék,ア###ス###ペッ
9463,aspirasi,ア###ス###ピラスィ
1685,asrama,ア###ス###ラマ
9466,asrama pekerja,アスラマ プク###ル###ジャ
9467,asrama pelajar,アスラマ プラジャル
17973,asrama putri,アスラマ プ###ト###リ
4270,asri,ア###ス###リ
9468,astaga,ア###ス###タガ
9469,astaghfirullah,ア###ス###タフィルロー
9470,asuh,アスー
5634,asuhan,アスハン
8155,asuransi,アスランスィ
17974,asuransi jiwa,アスランスィ ジワ
3164,asuransi kesehatan,アスランスィ クセハタン
9025,asuransi perjalanan,アスランスィ プ###ル###ジャラナン
433,asyik,アスィッ
1189,atap,アタ###(プ)###
769,atas,アタ###ス###
9473,atas darat,アタ###ス### ダラ###(ト)###
9474,atas daratan,アタ###ス### ダラタン
9475,atas muka bumi,アタ###ス### ムカ ブミ
9476,atas urusan kerja,アタ###ス### ウルサン ク###ル###ジャ
4701,atasan,アタサン
17975,atasé,アタセ
1083,atasi,アタスィ
338,atau,アタウ
9478,ataupun,アタウプン
9479,atlet,アトル###(ト)###
8963,atlétik,ア###ト###レティッ
2453,ATM,アーテーエ###ム###
3176,atom,アト###ム###
9481,atur,アトゥル
2412,aturan,アトゥラン
6171,audiénsi,アウディエンスィ
9483,audit,アウディ###(ト)###
3415,auditorium,アウディトリウ###ム###
3414,aula,アウラ
1137,Australia,アウ###ス######ト###ラリア
18168,auténtik,アウテンティッ
4366,autisme,アウティ###ス###ム
4772,awak,アワッ
2436,awak kabin,アワッ カビン
17976,awak kapal,アワッ カパ###ル###
4141,awal,アワ###ル###
4711,awal bulan,アワ###ル### ブラン
7320,awalnya,アワルニャ
9489,awam,アワ###ム###
2860,awan,アワン
9490,awas,アワ###ス###
9491,awasi,アワスィ
9492,awét,アウェ###(ト)###
7293,(makanan) awétan,(マカナン) アウェタン
9493,awétkan,アウェ###(ト)###カン
6066,ayah,アヤー
9494,ayahanda,アヤハンダ
9495,ayak,アヤッ
7064,ayam,アヤ###ム###
9496,ayat,アヤ###(ト)###
473,ayo,アヨ
9497,ayu,アユ
9498,ayunkan,アユンカン
1349,azimat,アズィマ###(ト)###
4653,bab,バ###(ブ)###
9501,babak,ババッ
5520,babak pertama,ババッ プ###ル###タマ
7837,babi,バビ
9503,baca,バチャ
9505,bacaan,バチャアン
309,badai,バダイ
7880,badai salju,バダイ サルジュ
9507,badak,バダッ
1,badam,バダ###ム###
2015,badan,バダン
9508,badminton,バ###ド###ミントン
9509,bagai,バガイ
9510,bagaikan,バガイカン
421,bagaimana,バガイマナ
505,bagaimanapun,バガイマナプン
6595,bagaimanapun juga,バガイマナプン ジュガ
6795,bagasi,バガスィ
17977,bagasi kabin,バガスィ カビン
7017,bagi,バギ
6640,bagi rata,バギ ラタ
561,bagian,バギアン
7168,bagian atap,バギアン アタ###(プ)###
832,bagian dalam,バギアン ダラ###ム###
1571,bagian luar,バギアン ルアル
4902,bagian tengah buah,バギアン トゥンガー ブアー
2188,bagian yang sakit,バギアン ヤン###(グ)### サキ###(ト)###
9512,baginda,バギンダ
400,bagus,バグ###ス###
5166,bagusnya,バグ###ス###ニャ
3438,bahagia,バハギア
3837,bahan,バハン
2566,bahan ajar,バハン アジャル
7152,bahan bakar,バハン バカル
3167,bahan baku,バハン バク
3236,bahan dasar,バハン ダサル
4826,bahan makanan,バハン マカナン
9523,bahan mentah,バハン ムンター
7692,bahan pemutih,バハン プムティー
9525,bahan pengawét,バハン プン###(グ)###アウェ###(ト)###
3162,bahasa,バハサ
320,bahasa Arab,バハサ アラ###(ブ)###
1477,bahasa asing,バハサ アスィン###(グ)###
8055,bahasa Bengali,バハサ ブンガリ
2096,bahasa Cina,バハサ チナ
7721,bahasa Hindi,バハサ ヒンディ
9535,bahasa hormat,バハサ ホ###ル###マ###(ト)###
750,bahasa Indonésia,バハサ インドネスィア
1829,bahasa informal,バハサ インフォ###ル###マ###ル###
975,bahasa Inggris,バハサ イングリ###ス###
4634,bahasa isyarat,バハサ イシャラ###(ト)###
532,bahasa Italia,バハサ イタリア
7020,bahasa Jepang,バハサ ジュパン###(グ)###
6555,bahasa Jérman,バハサ ジェ###ル###マン
2859,bahasa Kamboja,バハサ カンボジャ
2109,bahasa Koréa,バハサ コレア
8928,bahasa Laos,バハサ ラオ###ス###
3323,bahasa lisan,バハサ リサン
8363,bahasa Malaysia,バハサ マレイスィア
9543,bahasa Mandarin,バハサ マンダリン
8361,bahasa Melayu,バハサ ムラユ
8689,bahasa Mongolia,バハサ モンゴリア
8475,bahasa Myanmar,バハサ ミャンマル
3504,bahasa nasional,バハサ ナスィオナ###ル###
7124,bahasa Népal,バハサ ネパ###ル###
9544,bahasa pengantar,バハサ プン###(グ)###アンタル
7909,bahasa Perancis,バハサ プランチ###ス###
8223,bahasa Portugis,バハサ ポ###ル###トゥギ###ス###
9128,bahasa Rusia,バハサ ルスィア
2959,bahasa sopan,バハサ ソパン
5199,bahasa Spanyol,バハサ ###ス###パニョ###ル###
5831,bahasa Tagalog,バハサ タガロ###(グ)###
9548,bahasa Tamil,バハサ タミール
5693,bahasa Thailand,バハサ タイラン###(ド)###
2097,bahasa Tiongkok,バハサ ティオンコッ
7963,bahasa tulisan,バハサ トゥリサン
8037,bahasa Viétnam,バハサ フィエ###(ト)###ナ###ム###
2653,bahasa Yunani,バハサ ユナニ
1447,bahaya,バハヤ
6723,bahkan,バーカン
1818,bahu,バフ
17978,bahwa,バーワ
399,baik,バイッ
8878,baik buruknya,バイッ ブルッニャ
4963,baik hati,バイッ ハティ
6104,baik baik,バイッ バイッ
1775,baiklah,バイ###ク###ラー
6455,baja,バジャ
9559,bajak,バジャッ
8970,bajing,バジン###(グ)###
9561,baju,バジュ
7349,baju dalam,バジュ ダラ###ム###
6369,baju kaus,バジュ カウ###ス###
2524,baju pelampung,バジュ プランプン###(グ)###
7841,baju sehari hari,バジュ スハリ ハリ
9566,baju seragam,バジュ スラガ###ム###
6816,baju terusan,バジュ トゥルサン
9568,baju tidur,バジュ ティドゥル
5053,bak air,バッ アイル
8867,bak mandi,バッ マンディ
9569,(alam) baka,(アラ###ム###) バカ
9570,bakal,バカ###ル###
9571,bakar,バカル
3818,bakat,バカ###(ト)###
8373,bakau,バカウ
8228,baki,バキ
7233,baktéri,バ###ク###テリ
3190,bakti,バ###ク###ティ
1377,bakti kepada orang tua,バ###ク###ティ クパダ オラン###(グ)### トゥア
9575,bakul,バク###ル###
9577,bala,バラ
17979,bala bantuan,バラ バントゥアン
1459,balai,バライ
8705,balai kota,バライ コタ
9584,balapan,バラパン
3578,balas,バラ###ス###
7798,balas dendam,バラ###ス### ドゥンダ###ム###
9586,balasan,バラサン
7458,balét,バレ###(ト)###
7552,balik,バリッ
7946,baling baling,バリン###(グ)### バリン###(グ)###
7454,balkon,バルコン
6203,balok,バロッ
2259,balon,バロン
8117,balut,バル###(ト)###
9596,balutan,バルタン
5842,bambu,バンブ
5794,ban,バン
5185,ban salju,バン サルジュ
9597,bandar,バンダル
2749,bandar udara,バンダル ウダラ
7573,bandara,バンダラ
9600,bandingan,バンディンガン
9601,bandingkan,バンディンカン
9603,bang,バン###(グ)###
9604,bangga,バンガ
7847,bangkit,バンキ###(ト)###
9608,bangkitkan,バンキ###(ト)###カン
7486,Bangkok,バンコッ
6586,bangkrut,バン###ク###ル###(ト)###
500,bangku,バンク
7477,Bangladésh,バン###(グ)###ラデス
9610,bangsa,バンサ
2346,bangsawan,バンサワン
1178,bangun,バン###(グ)###ウン
5127,bangun datar,バン###(グ)###ウン ダタル
133,bangun kesiangan,バン###(グ)###ウン クスィアンガン
8980,bangun ruang,バン###(グ)###ウン ルアン###(グ)###
8900,bangun sampai larut malam,バン###(グ)###ウン サンパイ ラル###(ト)### マラ###ム###
1963,bangunan,バン###(グ)###ウンナン
9612,bangunkan,バン###(グ)###ウンカン
3373,banjir,バンジル
2708,bank,バン###ク###
9615,bantah,バンター
8281,bantal,バンタ###ル###
3961,bantal kursi,バンタ###ル### ク###ル###スィ
9618,bantu,バントゥ
1051,bantuan,バントゥアン
609,banyak,バニャッ
2834,banyak cincong,バニャッ チンチョン###(グ)###
7068,banyak diminati,バニャッ ディミナティ
9620,banyak mulut,バニャッ ムル###(ト)###
1139,banyak orang,バニャッ オラン###(グ)###
5724,banyak uang,バニャッ ウアン###(グ)###
8661,banyak yang suka,バニャッ ヤン###(グ)### スカ
9621,banyak banyak,バニャッ バニャッ
8809,banyaknya,バニャッニャ
4438,banyolan,バニョラン
9622,bapa,バパ
4000,bapak,バパッ
4065,Bapak,バパッ
6067,bapak pendiri,バパッ プンディリ
5182,bar,バル
9624,bara,バラ
4326,barang,バラン###(グ)###
1995,barang angkutan,バラン###(グ)### アンクタン
3601,barang antik,バラン###(グ)### アンティッ
8244,barang asli,バラン###(グ)### ア###ス###リ
5002,barang baru,バラン###(グ)### バル
6469,barang bawaan,バラン###(グ)### バワアン
5004,barang belum dipakai,バラン###(グ)### ブル###ム### ディパカイ
2363,barang berharga,バラン###(グ)### ブ###ル###ハ###ル###ガ
7913,barang bermérek,バラン###(グ)### ブ###ル###メルッ
5539,barang bermutu rendah,バラン###(グ)### ブ###ル###ムトゥ ルンダー
725,barang cétakan,バラン###(グ)### チェタカン
918,barang dagangan,バラン###(グ)### ダガン###(グ)###アン
9626,barang hilang,バラン###(グ)### ヒラン###(グ)###
3933,barang kelontong,バラン###(グ)### クロントン###(グ)###
4362,barang milik pribadi,バラン###(グ)### ミリッ ###プ###リバディ
7613,barang pokok,バラン###(グ)### ポコッ
7920,barang rusak,バラン###(グ)### ルサッ
4515,barang temuan,バラン###(グ)### トゥムアン
9158,barang tertinggal,バラン###(グ)### トゥ###ル###ティンガ###ル###
1994,barangkali,バランカリ
5349,barat,バラ###(ト)###
9632,barat daya,バラ###(ト)### ダヤ
9633,barat laut,バラ###(ト)### ラウ###(ト)###
9634,baring,バリン###(グ)###
9635,baringkan,バリンカン
2540,baris,バリ###ス###
9073,barisan,バリサン
180,baru,バル
7398,baru dengar,バル ドゥンガル
4975,baru dibangun,バル ディバン###(グ)###ウン
3867,baru saja,バル サジャ
660,baru sekarang,バル スカラン###(グ)###
3631,baru baru ini,バル バル イニ
1248,basa basi,バサ バスィ
7091,basah,バサー
5193,basah kuyup,バサー クユ###(プ)###
9640,basahi,バサヒ
9641,basahkan,バサーカン
7930,basi,バスィ
2361,basis,バスィ###ス###
5526,baskom,バ###ス###コ###ム###
9643,basmi,バ###ス###ミ
9645,basuh,バスー
9085,bata,バタ
6017,batal,バタ###ル###
2461,batalkan,バタ###ル###カン
2768,batang,バタン###(グ)###
7410,batang hidung,バタン###(グ)### ヒドゥン###(グ)###
9646,batang tubuh,バタン###(グ)### トゥブー
1640,batas,バタ###ス###
5622,batas kecepatan,バタ###ス### クチュパタン
4625,batas usia,バタ###ス### ウスィア
2276,batas waktu,バタ###ス### ワ###ク###トゥ
9647,batasan,バタサン
9648,batasi,バタスィ
6531,baterai,バトゥライ
9650,baterai sél kering,バトゥライ セ###ル### クリン###(グ)###
9651,batik,バティッ
9652,batin,バティン
475,batu,バトゥ
5367,batu bara,バトゥ バラ
9653,batu bata,バトゥ バタ
9654,batu karang,バトゥ カラン###(グ)###
9655,batu kerikil,バトゥ クリキ###ル###
9656,batuan,バトゥアン
5366,batuk,バトゥッ
9657,batuk kering,バトゥッ クリン###(グ)###
2775,bau,バウ
97,bau tidak énak,バウ ティダッ エナッ
6993,baur,バウル
7107,baut,バウ###(ト)###
4172,bawa,バワ
8657,bawa keluar,バワ クルアル
9659,bawa lari,バワ ラリ
8655,bawa masuk,バワ マスッ
889,bawaan,バワアン
5508,bawaan lahir,バワアン ラヒル
4216,bawah,バワー
6044,bawah tanah,バワー タナー
9660,bawah umur,バワー ウムル
7768,bawahan,バワハン
9661,bawang,バワン###(グ)###
17980,bawang bombay,バワン###(グ)### ボンバイ
7100,bawang daun,バワン###(グ)### ダウン
5941,bawang mérah,バワン###(グ)### メラー
7080,bawang putih,バワン###(グ)### プティー
9662,bayam,バヤ###ム###
9663,bayang,バヤン###(グ)###
